AIOSC Merge Report
Generated,2025-07-09T16:31:00

Metric,Count
Objects in BASE (Original),307
Objects in FINAL (Merged),368
NEW (from Skeletal),61
CARRIED (from Base),99
COMMON (shared & modified),208
DEPRECATED (removed from Base),0

Class,DistName,Status
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-40,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-41,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-42,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-43,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-44,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-5,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-6,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-7,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-8,CARRIED
com.nokia.aiosc:SupportedAlarm,Device-1/FaultMgmt-1/SupportedAlarm-9,CARRIED
com.nokia.aiosc:SyncReferenceSourceList,Device-1/Services-1/X_Nokia_BSR-1/SyncReferenceSourceList-1,COMMON
com.nokia.aiosc:SysConfig,Device-1/Services-1/X_Nokia_BSR-1/SysConfig-1,COMMON
com.nokia.aiosc:TDD,Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1/ExternalEUtranCell-1/TDD-1,NEW
com.nokia.aiosc:TWAMPReflector,Device-1/IP-1/Interface-1/TWAMPReflector-1,COMMON
com.nokia.aiosc:ThreshServingLowQ,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/Sib2ConfigInfo-1/CellReselectionServingFreqInfo-1/ThreshServingLowQ-1,COMMON
com.nokia.aiosc:Time,Device-1/Time-1,COMMON
com.nokia.aiosc:TimerConfig,Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/TimerConfig-1,COMMON
com.nokia.aiosc:TransPrecodingDisabledUl,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DmrsUlCfg-1/TransPrecodingDisabledUl-1,COMMON
com.nokia.aiosc:TransPrecodingEnabledUl,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DmrsUlCfg-1/TransPrecodingEnabledUl-1,COMMON
com.nokia.aiosc:UciOnPusch,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlBwpCfg-1/UciOnPusch-1,COMMON
com.nokia.aiosc:UeTmr,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/L1CfgInfo-1/Sib1Params-1/UeTmr-1,COMMON
com.nokia.aiosc:UlBwpCfg,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlBwpCfg-1,COMMON
com.nokia.aiosc:UlCfgCmn,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1,COMMON
com.nokia.aiosc:UlCfgGrant,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgGrant-1,COMMON
com.nokia.aiosc:UlFreqInfo,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlFreqInfo-1,COMMON
com.nokia.aiosc:UlTargetCqi,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlTargetCqi-1,COMMON
com.nokia.aiosc:UrllcCfg,Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UrllcCfg-1,NEW
com.nokia.aiosc:VLANTermination,Device-1/Ethernet-1/VLANTermination-1,COMMON
com.nokia.aiosc:WiFiConfig,Device-1/Services-1/X_Nokia_BSR-1/WiFiConfig-1,NEW
com.nokia.aiosc:X2AP,Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/TimerConfig-1/X2AP-1,COMMON
com.nokia.aiosc:X2BlackList,Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/X2BlackList-1,COMMON
com.nokia.aiosc:X2WhiteList,Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/X2WhiteList-1,COMMON
com.nokia.aiosc:XCU,Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1,COMMON
com.nokia.aiosc:XDU,Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XDU-1,COMMON
com.nokia.aiosc:XNAP,Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/TimerConfig-1/XNAP-1,COMMON
com.nokia.aiosc:X_Nokia_BSR,Device-1/Services-1/X_Nokia_BSR-1,COMMON
com.nokia.aiosc:XncClientLocalIpAddress,Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/XncClientLocalIpAddress-1,COMMON
com.nokia.aiosc:XtraServerAddress,Device-1/FAP-1/GPS-1/XtraServerAddress-1,COMMON
